v8-version,3,32,7,0,0
code-creation,Builtin,4,0x441e480,77,"ArrayPush"
code-creation,Builtin,4,0x441e4e0,77,"ArrayPop"
code-creation,Builtin,4,0x441e540,77,"ArrayShift"
code-creation,Builtin,4,0x441e5a0,77,"ArrayUnshift"
code-creation,Builtin,4,0x441e600,77,"ArraySlice"
code-creation,Builtin,4,0x441e660,77,"ArraySplice"
code-creation,Builtin,4,0x441e6c0,77,"ArrayConcat"
code-creation,Builtin,4,0x441e720,80,"HandleApiCall"
code-creation,Builtin,4,0x441e780,80,"HandleApiCallConstruct"
code-creation,Builtin,4,0x441e7e0,77,"HandleApiCallAsFunction"
code-creation,Builtin,4,0x441e840,77,"HandleApiCallAsConstructor"
code-creation,Builtin,4,0x441e8a0,77,"StrictModePoisonPill"
code-creation,Builtin,4,0x441e900,77,"GeneratorPoisonPill"
code-creation,Builtin,4,0x441e960,226,"ArgumentsAdaptorTrampoline"
code-creation,Builtin,4,0x441ea60,118,"InOptimizationQueue"
code-creation,Builtin,4,0x441eae0,523,"JSConstructStubGeneric"
code-creation,Builtin,4,0x441ed00,407,"JSConstructStubApi"
code-creation,Builtin,4,0x441eea0,153,"JSEntryTrampoline"
code-creation,Stub,2,0x441ef40,146,"CallConstructStub"
code-creation,Builtin,4,0x441efe0,131,"JSConstructEntryTrampoline"
code-creation,Builtin,4,0x441f080,99,"CompileLazy"
code-creation,Builtin,4,0x441f100,104,"CompileOptimized"
code-creation,Builtin,4,0x441f180,104,"CompileOptimizedConcurrent"
code-creation,Builtin,4,0x441f200,140,"NotifyDeoptimized"
code-creation,Builtin,4,0x441f2a0,140,"NotifySoftDeoptimized"
code-creation,Builtin,4,0x441f340,140,"NotifyLazyDeoptimized"
code-creation,Builtin,4,0x441f3e0,94,"NotifyStubFailure"
code-creation,Builtin,4,0x441f440,94,"NotifyStubFailureSaveDoubles"
code-creation,Builtin,4,0x441f4a0,83,"LoadIC_Miss"
code-creation,Builtin,4,0x441f500,83,"KeyedLoadIC_Miss"
code-creation,Builtin,4,0x441f560,84,"StoreIC_Miss"
code-creation,Builtin,4,0x441f5c0,84,"KeyedStoreIC_Miss"
code-creation,Builtin,6,0x441f620,80,"LoadIC_Getter_ForDeopt"
code-creation,Builtin,7,0x441f680,83,"KeyedLoadIC_Initialize"
code-creation,Builtin,7,0x441f6e0,83,"KeyedLoadIC_PreMonomorphic"
code-creation,Stub,2,0x441f740,740,"NameDictionaryLookupStub"
code-creation,Builtin,7,0x441fa40,880,"KeyedLoadIC_Generic"
code-creation,Builtin,9,0x441fdc0,82,"StoreIC_Setter_ForDeopt"
code-creation,Builtin,10,0x441fe20,84,"KeyedStoreIC_Initialize"
code-creation,Builtin,10,0x441fe80,84,"KeyedStoreIC_PreMonomorphic"
code-creation,Stub,2,0x441fee0,1453,"RecordWriteStub"
code-creation,Stub,2,0x44204a0,1433,"RecordWriteStub"
code-creation,Stub,2,0x4420a40,611,"RecordWriteStub"
code-creation,Stub,2,0x4420cc0,1437,"RecordWriteStub"
code-creation,Stub,2,0x4421260,1428,"RecordWriteStub"
code-creation,Builtin,10,0x4421800,2617,"KeyedStoreIC_Megamorphic"
code-creation,Builtin,10,0x4422240,86,"KeyedStoreIC_Generic"
code-creation,Builtin,10,0x44222a0,84,"KeyedStoreIC_Initialize_Strict"
code-creation,Builtin,10,0x4422300,84,"KeyedStoreIC_PreMonomorphic_Strict"
code-creation,Builtin,10,0x4422360,2617,"KeyedStoreIC_Megamorphic_Strict"
code-creation,Builtin,10,0x4422da0,86,"KeyedStoreIC_Generic_Strict"
code-creation,Stub,2,0x4422e00,1425,"RecordWriteStub"
code-creation,Builtin,10,0x44233a0,286,"KeyedStoreIC_SloppyArguments"
code-creation,Builtin,4,0x44234c0,359,"FunctionCall"
code-creation,Builtin,4,0x4423640,370,"FunctionApply"
code-creation,Stub,2,0x44237c0,249,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x44238c0,394,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x4423a60,330,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x4423bc0,249,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x4423cc0,394,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x4423e60,330,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x4423fc0,166,"InternalArrayConstructorStub"
code-creation,Builtin,4,0x4424080,78,"InternalArrayCode"
code-creation,Stub,2,0x44240e0,494,"ArrayConstructorStub_Any"
code-creation,Builtin,4,0x44242e0,83,"ArrayCode"
code-creation,Builtin,4,0x4424340,349,"StringConstructCode"
code-creation,Builtin,4,0x44244a0,117,"OnStackReplacement"
code-creation,Builtin,4,0x4424520,76,"InterruptCheck"
code-creation,Builtin,4,0x4424580,102,"OsrAfterStackCheck"
code-creation,Builtin,4,0x4424600,76,"StackCheck"
code-creation,Builtin,4,0x4424660,115,"MarkCodeAsExecutedOnce"
code-creation,Builtin,4,0x44246e0,109,"MarkCodeAsExecutedTwice"
code-creation,Builtin,4,0x4424760,109,"MakeQuadragenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x44247e0,109,"MakeQuadragenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x4424860,109,"MakeQuinquagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x44248e0,109,"MakeQuinquagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x4424960,109,"MakeSexagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x44249e0,109,"MakeSexagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x4424a60,109,"MakeSeptuagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x4424ae0,109,"MakeSeptuagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x4424b60,109,"MakeOctogenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x4424be0,109,"MakeOctogenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,3,0x4424c60,83,"LoadIC_Slow"
code-creation,Builtin,3,0x4424cc0,83,"KeyedLoadIC_Slow"
code-creation,Builtin,3,0x4424d20,84,"StoreIC_Slow"
code-creation,Builtin,3,0x4424d80,84,"KeyedStoreIC_Slow"
code-creation,Stub,2,0x4424de0,740,"NameDictionaryLookupStub"
code-creation,Builtin,3,0x44250e0,227,"LoadIC_Normal"
code-creation,Stub,2,0x44251e0,740,"NameDictionaryLookupStub"
code-creation,Stub,2,0x44254e0,1433,"RecordWriteStub"
code-creation,Builtin,3,0x4425a80,275,"StoreIC_Normal"
code-creation,Builtin,4,0x4425ba0,107,"Return_DebugBreak"
code-creation,Builtin,4,0x4425c20,104,"CallFunctionStub_DebugBreak"
code-creation,Builtin,4,0x4425ca0,110,"CallConstructStub_DebugBreak"
code-creation,Builtin,4,0x4425d20,114,"CallConstructStub_Recording_DebugBreak"
code-creation,Builtin,8,0x4425da0,106,"CallICStub_DebugBreak"
code-creation,Builtin,6,0x4425e20,106,"LoadIC_DebugBreak"
code-creation,Builtin,7,0x4425ea0,106,"KeyedLoadIC_DebugBreak"
code-creation,Builtin,9,0x4425f20,108,"StoreIC_DebugBreak"
code-creation,Builtin,10,0x4425fa0,108,"KeyedStoreIC_DebugBreak"
code-creation,Builtin,13,0x4426020,104,"CompareNilIC_DebugBreak"
code-creation,Builtin,4,0x44260a0,105,"Slot_DebugBreak"
code-creation,Builtin,4,0x4426120,65,"PlainReturn_LiveEdit"
code-creation,Builtin,4,0x4426180,93,"FrameDropper_LiveEdit"
code-creation,Stub,13,0x44261e0,93,"CompareNilICStub(NullValue)(None)"
code-creation,LoadInitialize,6,0x4426240,83,"args_count: 0"
code-creation,Stub,2,0x44262a0,190,"CallFunctionStub_Args1"
code-creation,Stub,2,0x4426360,190,"CallFunctionStub_Args2"
code-disable-optimization,"EQUALS","Call to a JavaScript runtime function"
code-creation,Function,0,0x4426420,2536,"EQUALS native runtime.js:9:16",0x5015d60,
code-creation,Function,0,0x4426e20,436,"STRICT_EQUALS native runtime.js:56:23",0x5015dec,~
code-creation,Stub,2,0x4426fe0,216,"StringCompareStub"
code-creation,Stub,12,0x44270c0,104,"CompareICStub"
code-disable-optimization,"COMPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x4427140,1172,"COMPARE native runtime.js:67:17",0x5015e8c,
code-creation,Stub,2,0x44275e0,786,"StringAddStub_CheckBoth"
code-disable-optimization,"ADD","Call to a JavaScript runtime function"
code-creation,Function,0,0x4427900,804,"ADD native runtime.js:99:13",0x5015fa4,
code-creation,Stub,12,0x4427c40,104,"CompareICStub"
code-creation,Stub,2,0x4427cc0,172,"DoubleToIStub"
code-creation,Stub,2,0x4427d80,430,"NumberToStringStub"
code-disable-optimization,"STRING_ADD_LEFT","Call to a JavaScript runtime function"
code-creation,Function,0,0x4427f40,648,"STRING_ADD_LEFT native runtime.js:112:25",0x5016084,
code-disable-optimization,"STRING_ADD_RIGHT","Call to a JavaScript runtime function"
code-creation,Function,0,0x44281e0,660,"STRING_ADD_RIGHT native runtime.js:124:26",0x5016114,
code-disable-optimization,"SUB","Call to a JavaScript runtime function"
code-creation,Function,0,0x4428480,344,"SUB native runtime.js:137:13",0x50161a4,
code-disable-optimization,"MUL","Call to a JavaScript runtime function"
code-creation,Function,0,0x44285e0,344,"MUL native runtime.js:142:13",0x5016234,
code-disable-optimization,"DIV","Call to a JavaScript runtime function"
code-creation,Function,0,0x4428740,344,"DIV native runtime.js:147:13",0x50162c4,
code-disable-optimization,"MOD","Call to a JavaScript runtime function"
code-creation,Function,0,0x44288a0,344,"MOD native runtime.js:152:13",0x5016354,
code-disable-optimization,"BIT_OR","Call to a JavaScript runtime function"
code-creation,Function,0,0x4428a00,344,"BIT_OR native runtime.js:157:16",0x50163e4,
code-disable-optimization,"BIT_AND","Call to a JavaScript runtime function"
code-creation,Function,0,0x4428b60,508,"BIT_AND native runtime.js:162:17",0x5016474,
code-disable-optimization,"BIT_XOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x4428d60,344,"BIT_XOR native runtime.js:174:17",0x5016504,
code-disable-optimization,"SHL","Call to a JavaScript runtime function"
code-creation,Function,0,0x4428ec0,344,"SHL native runtime.js:179:13",0x5016594,
code-disable-optimization,"SAR","Call to a JavaScript runtime function"
code-creation,Function,0,0x4429020,508,"SAR native runtime.js:184:13",0x5016624,
code-disable-optimization,"SHR","Call to a JavaScript runtime function"
code-creation,Function,0,0x4429220,344,"SHR native runtime.js:196:13",0x50166b4,
code-disable-optimization,"DELETE","Call to a JavaScript runtime function"
code-creation,Function,0,0x4429380,236,"DELETE native runtime.js:201:16",0x5016744,
code-creation,Stub,2,0x4429480,952,"FastCloneShallowArrayStub"
code-creation,Stub,2,0x4429840,1448,"RecordWriteStub"
code-creation,Stub,2,0x4429e00,255,"StoreArrayLiteralElementStub"
code-creation,Stub,14,0x4429f00,93,"ToBooleanStub(None)"
code-creation,Stub,12,0x4429f60,104,"CompareICStub"
code-disable-optimization,"IN","Call to a JavaScript runtime function"
code-creation,Function,0,0x4429fe0,528,"IN native runtime.js:204:12",0x5016814,
code-disable-optimization,"INSTANCE_OF","Call to a JavaScript runtime function"
code-creation,Function,0,0x442a200,692,"INSTANCE_OF native runtime.js:216:21",0x50168cc,
code-disable-optimization,"FILTER_KEY","Call to a JavaScript runtime function"
code-creation,Function,0,0x442a4c0,224,"FILTER_KEY native runtime.js:234:20",0x501695c,
code-creation,Stub,2,0x442a5a0,350,"ArgumentsAccessStub_NewSloppyFast"
code-disable-optimization,"CALL_NON_FUNCTION","Call to a JavaScript runtime function"
code-creation,Function,0,0x442a700,376,"CALL_NON_FUNCTION native runtime.js:239:27",0x50169fc,
code-disable-optimization,"CALL_NON_FUNCTION_AS_CONSTRUCTOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x442a880,376,"CALL_NON_FUNCTION_AS_CONSTRUCTOR native runtime.js:246:42",0x5016a9c,
code-creation,Stub,2,0x442aa00,130,"ArgumentsAccessStub_ReadElement"
code-creation,Function,0,0x442aaa0,252,"CALL_FUNCTION_PROXY native runtime.js:253:29",0x5016b34,~
code-creation,Function,0,0x442aba0,224,"CALL_FUNCTION_PROXY_AS_CONSTRUCTOR native runtime.js:259:44",0x5016bc8,~
code-creation,Stub,12,0x442ac80,104,"CompareICStub"
code-creation,Stub,12,0x442ad00,104,"CompareICStub"
code-disable-optimization,"APPLY_PREPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x442ad80,1144,"APPLY_PREPARE native runtime.js:264:23",0x5016c88,
code-disable-optimization,"STACK_OVERFLOW","Call to a JavaScript runtime function"
code-creation,Function,0,0x442b200,212,"STACK_OVERFLOW native runtime.js:286:24",0x5016d24,
code-disable-optimization,"TO_OBJECT","Call to a JavaScript runtime function"
code-creation,Function,0,0x442b2e0,176,"TO_OBJECT native runtime.js:289:19",0x5016dac,
code-disable-optimization,"TO_NUMBER","Call to a JavaScript runtime function"
code-creation,Function,0,0x442b3a0,176,"TO_NUMBER native runtime.js:292:19",0x5016e34,
code-disable-optimization,"TO_STRING","Call to a JavaScript runtime function"
code-creation,Function,0,0x442b460,176,"TO_STRING native runtime.js:295:19",0x5016ebc,
code-creation,LoadInitialize,6,0x442b520,83,"args_count: 0"
code-creation,Stub,2,0x442b580,1428,"RecordWriteStub"
code-creation,Stub,8,0x442bb20,404,"CallICStub(args(2), FUNCTION, "
code-disable-optimization,"ToPrimitive","Call to a JavaScript runtime function"
code-creation,Function,0,0x442bcc0,772,"ToPrimitive native runtime.js:298:21",0x5016f74,
code-creation,Function,0,0x442bfe0,520,"ToBoolean native runtime.js:305:19",0x5017000,~
code-creation,Stub,8,0x442c200,404,"CallICStub(args(1), FUNCTION, "
code-disable-optimization,"ToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x442c3a0,680,"ToNumber native runtime.js:312:18",0x50170b8,
code-disable-optimization,"NonNumberToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x442c660,628,"NonNumberToNumber native runtime.js:323:27",0x5017170,
code-disable-optimization,"ToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x442c8e0,620,"ToString native runtime.js:333:18",0x501720c,
code-disable-optimization,"NonStringToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x442cb60,560,"NonStringToString native runtime.js:341:27",0x50172a8,
code-disable-optimization,"ToName","Call to a JavaScript runtime function"
code-creation,Function,0,0x442cda0,224,"ToName native runtime.js:348:16",0x5017334,
code-creation,Stub,2,0x442ce80,347,"CallConstructStub_Recording"
code-disable-optimization,"ToObject","Call to a JavaScript runtime function"
code-creation,Function,0,0x442cfe0,636,"ToObject native runtime.js:351:18",0x50173f0,
code-creation,Function,0,0x442d260,220,"ToInteger native runtime.js:361:19",0x5017494,~
code-creation,Function,0,0x442d340,316,"ToLength native runtime.js:365:18",0x5017538,~
code-creation,Function,0,0x442d480,260,"ToUint32 native runtime.js:370:18",0x50175dc,~
code-creation,Function,0,0x442d5a0,220,"ToInt32 native runtime.js:374:17",0x5017680,~
code-creation,Function,0,0x442d680,664,"SameValue native runtime.js:378:19",0x5017710,~
code-creation,Function,0,0x442d920,436,"SameValueZero native runtime.js:388:23",0x50177a0,~
code-creation,Function,0,0x442dae0,184,"IsPrimitive native runtime.js:395:21",0x501782c,~
code-creation,Function,0,0x442dba0,332,"IsConcatSpreadable native runtime.js:398:28",0x50178d4,~
code-disable-optimization,"DefaultNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x442dd00,968,"DefaultNumber native runtime.js:404:23",0x5017980,
code-disable-optimization,"DefaultString","Call to a JavaScript runtime function"
code-creation,Function,0,0x442e0e0,968,"DefaultString native runtime.js:419:23",0x5017a2c,
code-creation,Function,0,0x442e4c0,332,"ToPositiveInteger native runtime.js:434:27",0x5017adc,~
code-creation,Script,0,0x442e620,556,"native runtime.js",0x5017d28,~
code-creation,LoadPreMonomorphic,6,0x442e860,83,"args_count: 0"
code-creation,LoadPreMonomorphic,6,0x442e8c0,83,"args_count: 0"
code-creation,Function,0,0x442e920,568,"InstallFunctions native v8natives.js:4:26",0x5018694,~
code-creation,Function,0,0x442eb60,216,"InstallGetter native v8natives.js:18:23",0x5018728,~
code-creation,Function,0,0x442ec40,272,"InstallGetterSetter native v8natives.js:24:29",0x50187c0,~
code-creation,Function,0,0x442ed60,520,"InstallConstants native v8natives.js:33:26",0x5018860,~
code-creation,Stub,2,0x442ef80,151,"ToNumberStub"
code-creation,Function,0,0x442f020,840,"SetUpLockedPrototype native v8natives.js:45:30",0x5018908,~
code-creation,Function,0,0x442f380,332,"GlobalIsNaN native v8natives.js:67:21",0x50189ac,~
code-creation,Function,0,0x442f4e0,448,"GlobalIsFinite native v8natives.js:71:24",0x5018a50,~
code-creation,Stub,12,0x442f6a0,104,"CompareICStub"
code-creation,Function,0,0x442f720,1084,"GlobalParseInt native v8natives.js:75:24",0x5018afc,~
code-creation,Function,0,0x442fb60,304,"GlobalParseFloat native v8natives.js:98:26",0x5018ba0,~
code-creation,Function,0,0x442fca0,400,"GlobalEval native v8natives.js:103:20",0x5018c34,~
code-creation,Stub,8,0x442fe40,404,"CallICStub(args(10), FUNCTION, "
code-creation,Stub,8,0x442ffe0,404,"CallICStub(args(3), FUNCTION, "
code-creation,Function,0,0x4430180,476,"SetUpGlobal native v8natives.js:110:21",0x5018cdc,~
code-creation,Function,0,0x4430360,416,"NoSideEffectsObjectToString native v8natives.js:126:37",0x5018d7c,~
code-creation,Stub,8,0x4430500,485,"CallICStub(args(0), METHOD, "
code-creation,Function,0,0x4430700,332,"ObjectToLocaleString native v8natives.js:131:30",0x5018e30,~
code-creation,Function,0,0x4430860,172,"ObjectValueOf native v8natives.js:135:23",0x5018ed0,~
code-creation,Stub,8,0x4430920,404,"CallICStub(args(4), FUNCTION, "
code-creation,Function,0,0x4430ac0,520,"ObjectHasOwnProperty native v8natives.js:138:30",0x5018f84,~
code-creation,Function,0,0x4430ce0,368,"ObjectIsPrototypeOf native v8natives.js:146:29",0x5019038,~
code-creation,Function,0,0x4430e60,488,"ObjectPropertyIsEnumerable native v8natives.js:151:36",0x50190f0,~
code-creation,Stub,8,0x4431060,488,"CallICStub(args(1), METHOD, "
code-creation,Function,0,0x4431260,752,"ObjectDefineGetter native v8natives.js:160:28",0x50191bc,~
code-creation,Function,0,0x4431560,352,"ObjectLookupGetter native v8natives.js:175:28",0x5019268,~
code-creation,Function,0,0x44316c0,752,"ObjectDefineSetter native v8natives.js:182:28",0x5019334,~
code-creation,Function,0,0x44319c0,352,"ObjectLookupSetter native v8natives.js:197:28",0x50193e0,~
code-creation,Function,0,0x4431b20,392,"ObjectKeys native v8natives.js:204:20",0x5019494,~
code-creation,Function,0,0x4431cc0,284,"IsAccessorDescriptor native v8natives.js:213:30",0x501953c,~
code-creation,Function,0,0x4431de0,284,"IsDataDescriptor native v8natives.js:217:26",0x50195e4,~
code-creation,Function,0,0x4431f00,296,"IsGenericDescriptor native v8natives.js:221:29",0x501968c,~
code-creation,Function,0,0x4432040,236,"IsInconsistentDescriptor native v8natives.js:225:34",0x5019734,~
code-creation,StoreInitialize,9,0x4432140,84,"args_count: 0"
code-creation,Function,0,0x44321a0,744,"FromPropertyDescriptor native v8natives.js:228:32",0x5019848,~
code-creation,Function,0,0x44324a0,964,"FromGenericPropertyDescriptor native v8natives.js:241:39",0x5019920,~
code-creation,Function,0,0x4432880,1664,"ToPropertyDescriptor native v8natives.js:264:30",0x5019a48,~
code-creation,Function,0,0x4432f00,924,"ToCompletePropertyDescriptor native v8natives.js:300:38",0x5019b28,~
code-creation,Function,0,0x44332a0,356,"PropertyDescriptor native v8natives.js:313:28",0x5019bb0,~
code-creation,Function,0,0x4433420,612,"ConvertDescriptorArrayToDescriptor native v8natives.js:405:44",0x5019c70,~
code-creation,Function,0,0x44336a0,584,"GetTrap native v8natives.js:421:17",0x5019d44,~
code-creation,Function,0,0x4433900,268,"CallTrap0 native v8natives.js:433:19",0x5019df0,~
code-creation,Function,0,0x4433a20,268,"CallTrap1 native v8natives.js:436:19",0x5019ea0,~
code-creation,Function,0,0x4433b40,272,"CallTrap2 native v8natives.js:439:19",0x5019f54,~
code-creation,Function,0,0x4433c60,860,"GetOwnPropertyJS native v8natives.js:442:26",0x501a038,~
code-creation,Function,0,0x4433fc0,444,"Delete native v8natives.js:460:16",0x501a100,~
code-creation,Stub,8,0x4434180,404,"CallICStub(args(5), FUNCTION, "
code-creation,Function,0,0x4434320,500,"DefineProxyProperty native v8natives.js:472:29",0x501a1d0,~
code-creation,Function,0,0x4434520,6020,"DefineObjectProperty native v8natives.js:486:30",0x501a48c,~
code-creation,Function,0,0x4435cc0,3152,"DefineArrayProperty native v8natives.js:616:29",0x501a628,~
code-creation,Function,0,0x4436920,504,"DefineOwnProperty native v8natives.js:706:27",0x501a6e8,~
code-creation,Function,0,0x4436b20,272,"ObjectGetPrototypeOf native v8natives.js:717:30",0x501a79c,~
code-creation,Function,0,0x4436c40,528,"ObjectSetPrototypeOf native v8natives.js:723:30",0x501a868,~
code-creation,Function,0,0x4436e60,348,"ObjectGetOwnPropertyDescriptor native v8natives.js:733:40",0x501a92c,~
code-creation,Stub,2,0x4436fc0,298,"FastCloneShallowObjectStub"
code-creation,Function,0,0x4437100,980,"ToNameArray native v8natives.js:741:21",0x501aa64,~
code-creation,Function,0,0x44374e0,1636,"ObjectGetOwnPropertyKeys native v8natives.js:762:34",0x501ab48,~
code-creation,Function,0,0x4437b60,408,"ObjectGetOwnPropertyNames native v8natives.js:811:35",0x501ac00,~
code-creation,Function,0,0x4437d00,440,"ObjectCreate native v8natives.js:820:22",0x501acc0,~
code-creation,Function,0,0x4437ec0,1004,"ObjectDefineProperty native v8natives.js:829:30",0x501ada0,~
code-creation,Function,0,0x44382c0,1044,"GetOwnEnumerablePropertyNames native v8natives.js:846:39",0x501ae70,~
code-creation,Function,0,0x44386e0,904,"ObjectDefineProperties native v8natives.js:864:32",0x501af50,~
code-creation,Stub,8,0x4438a80,488,"CallICStub(args(3), METHOD, "
code-creation,Function,0,0x4438c80,792,"ProxyFix native v8natives.js:879:18",0x501b058,~
code-creation,Function,0,0x4438fa0,924,"ObjectSealJS native v8natives.js:901:22",0x501b138,~
code-creation,Function,0,0x4439340,1080,"ObjectFreezeJS native v8natives.js:925:24",0x501b224,~
code-creation,Function,0,0x4439780,368,"ObjectPreventExtension native v8natives.js:950:32",0x501b2dc,~
code-creation,Function,0,0x4439900,708,"ObjectIsSealed native v8natives.js:960:24",0x501b3ac,~
code-creation,Function,0,0x4439be0,832,"ObjectIsFrozen native v8natives.js:980:24",0x501b484,~
code-creation,Function,0,0x4439f20,332,"ObjectIsExtensible native v8natives.js:999:28",0x501b538,~
code-creation,Function,0,0x443a080,176,"ObjectIs native v8natives.js:1008:18",0x501b5e0,~
code-creation,Function,0,0x443a140,188,"ObjectGetProto native v8natives.js:1011:24",0x501b680,~
code-creation,Function,0,0x443a200,424,"ObjectSetProto native v8natives.js:1014:24",0x501b734,~
code-creation,Function,0,0x443a3c0,376,"ObjectConstructor native v8natives.js:1020:27",0x501b7dc,~
code-creation,Stub,8,0x443a540,404,"CallICStub(args(20), FUNCTION, "
code-creation,Stub,8,0x443a6e0,404,"CallICStub(args(30), FUNCTION, "
code-creation,Function,0,0x443a880,1048,"SetUpObject native v8natives.js:1029:21",0x501b88c,~
code-creation,Function,0,0x443aca0,324,"BooleanConstructor native v8natives.js:1067:28",0x501b934,~
code-creation,Function,0,0x443ae00,428,"BooleanToString native v8natives.js:1074:25",0x501b9d8,~
code-creation,Function,0,0x443afc0,384,"BooleanValueOf native v8natives.js:1084:24",0x501ba78,~
code-creation,Function,0,0x443b140,464,"SetUpBoolean native v8natives.js:1090:22",0x501bb20,~
code-creation,Function,0,0x443b320,360,"NumberConstructor native v8natives.js:1101:27",0x501bbc8,~
code-creation,Function,0,0x443b4a0,744,"NumberToString native v8natives.js:1109:24",0x501bc78,~
code-creation,Function,0,0x443b7a0,232,"NumberToLocaleString native v8natives.js:1126:30",0x501bd00,~
code-creation,Function,0,0x443b8a0,380,"NumberValueOf native v8natives.js:1129:23",0x501bda0,~
code-creation,Function,0,0x443ba20,908,"NumberToFixedJS native v8natives.js:1135:25",0x501be64,~
code-creation,Function,0,0x443bdc0,996,"NumberToExponentialJS native v8natives.js:1153:31",0x501bf28,~
code-creation,Function,0,0x443c1c0,1012,"NumberToPrecisionJS native v8natives.js:1173:29",0x501bff0,~
code-creation,Function,0,0x443c5c0,420,"NumberIsFinite native v8natives.js:1192:24",0x501c07c,~
code-creation,Function,0,0x443c780,320,"NumberIsInteger native v8natives.js:1195:25",0x501c124,~
code-creation,Function,0,0x443c8c0,304,"NumberIsNaN native v8natives.js:1198:21",0x501c1b0,~
code-creation,Function,0,0x443ca00,428,"NumberIsSafeInteger native v8natives.js:1201:29",0x501c260,~
code-creation,Stub,2,0x443cbc0,525,"MathPowStub"
code-creation,Stub,8,0x443cde0,404,"CallICStub(args(16), FUNCTION, "
code-creation,Stub,8,0x443cf80,404,"CallICStub(args(12), FUNCTION, "
code-creation,Function,0,0x443d120,1020,"SetUpNumber native v8natives.js:1209:21",0x501c318,~
code-creation,Function,0,0x443d520,856,"FunctionSourceString native v8natives.js:1243:30",0x501c3d0,~
code-creation,Function,0,0x443d880,172,"FunctionToString native v8natives.js:1275:26",0x501c470,~
code-creation,Stub,2,0x443d940,205,"FastNewContextStub"
code-creation,Stub,2,0x443da20,234,"ArgumentsAccessStub_NewStrict"
code-creation,Function,0,0x443db20,1084,"b native v8natives.js:1282:15",0x501c544,~
code-creation,Stub,2,0x443df60,1789,"RecordWriteStub"
code-creation,Stub,2,0x443e660,482,"FastNewClosureStub"
code-creation,Stub,2,0x443e860,1453,"RecordWriteStub"
code-creation,Function,0,0x443ee20,688,"FunctionBind native v8natives.js:1278:22",0x501c61c,~
code-creation,Function,0,0x443f0e0,1200,"NewFunctionFromString native v8natives.js:1318:31",0x501c704,~
code-creation,Function,0,0x443f5a0,216,"FunctionConstructor native v8natives.js:1339:29",0x501c7b4,~
code-creation,Function,0,0x443f680,388,"SetUpFunction native v8natives.js:1342:23",0x501c858,~
code-creation,Function,0,0x443f820,204,"ToIterable native v8natives.js:1352:20",0x501c8e4,~
code-creation,Function,0,0x443f900,680,"GetIterator native v8natives.js:1358:21",0x501c9b8,~
code-creation,Stub,8,0x443fbc0,401,"CallICStub(args(0), FUNCTION, "
code-creation,Function,0,0x443fd60,164,"PropertyDescriptor_ToString native v8natives.js:341:48",0x501cd28,~
code-creation,Function,0,0x443fe20,192,"PropertyDescriptor_SetValue native v8natives.js:344:48",0x501cdbc,~
code-creation,Function,0,0x443fee0,176,"PropertyDescriptor_GetValue native v8natives.js:348:48",0x501ce4c,~
code-creation,Function,0,0x443ffa0,176,"PropertyDescriptor_HasValue native v8natives.js:351:48",0x501cedc,~
code-creation,Function,0,0x4440060,192,"PropertyDescriptor_SetEnumerable native v8natives.js:354:58",0x501cf70,~
code-creation,Function,0,0x4440120,176,"PropertyDescriptor_IsEnumerable native v8natives.js:358:56",0x501d000,~
code-creation,Function,0,0x44401e0,176,"PropertyDescriptor_HasEnumerable native v8natives.js:361:58",0x501d090,~
code-creation,Function,0,0x44402a0,192,"PropertyDescriptor_SetWritable native v8natives.js:364:54",0x501d124,~
code-creation,Function,0,0x4440360,176,"PropertyDescriptor_IsWritable native v8natives.js:368:52",0x501d1b4,~
code-creation,Function,0,0x4440420,176,"PropertyDescriptor_HasWritable native v8natives.js:371:54",0x501d244,~
code-creation,Function,0,0x44404e0,192,"PropertyDescriptor_SetConfigurable native v8natives.js:375:44",0x501d2d8,~
